location_name,datetimeLocal,co,no2,o3,pm10,pm25,so2,pm25_24h,pm10_24h,no2_24h,so2_24h,co_8h,o3_8h,si_pm25,si_pm10,si_no2,si_so2,si_co,si_o3,AQI,dominant_pollutant,AQI_category,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,doy_sin,doy_cos,co_lag1,co_lag3,co_lag24,co_roll6_mean,no2_lag1,no2_lag3,no2_lag24,no2_roll6_mean,o3_lag1,o3_lag3,o3_lag24,o3_roll6_mean,pm10_lag1,pm10_lag3,pm10_lag24,pm10_roll6_mean,pm25_lag1,pm25_lag3,pm25_lag24,pm25_roll6_mean,so2_lag1,so2_lag3,so2_lag24,so2_roll6_mean,AQI_lag1,AQI_lag3,AQI_lag24,AQI_roll6_mean,"station_Ballygunge, Kolkata - WBPCB","station_Bidhannagar, Kolkata - WBPCB","station_Fort William, Kolkata - WBPCB","station_Jadavpur, Kolkata - WBPCB","station_Rabindra Sarobar, Kolkata - WBPCB","station_Victoria, Kolkata - WBPCB"
"Ballygunge, Kolkata - WBPCB",2022-01-02 19:00:00+05:30,1770.0,61.6,9.72,175.7,108.9,21.15,86.84254385964911,141.1925438596491,28.37543859649123,23.38434210526316,0.942375,60.125,189.2210980036297,127.70511303426352,35.469298245614034,29.230427631578948,47.11875,60.125,189.2210980036297,pm25,Moderate,19,6,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1570.0,580.0,636.6666666666666,854.1666666666666,44.6,22.4,27.1,27.983333333333334,24.7,80.28,67.88,67.075,147.7,140.9,121.96666666666668,144.53333333333333,87.3,91.5,67.46666666666667,91.51666666666667,19.1,30.29,29.57,27.022499999999997,180.7839382940109,171.51279491833031,89.5525,169.6831215970962,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-02 20:00:00+05:30,1830.0,60.7,8.61,201.9,134.2,19.645,90.56447368421053,144.95131578947368,29.07894736842105,23.05065789473684,1.090625,52.5975,,130.20255210173084,36.34868421052632,28.81332236842105,,52.5975,130.20255210173084,pm10,Moderate,20,6,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1770.0,1075.0,730.0,1039.1666666666667,61.6,33.5,31.9,34.5,9.72,52.49,49.35,54.97,175.7,144.3,117.0,149.36666666666665,108.9,89.4,64.7,93.88333333333333,21.15,24.695,30.46,25.734166666666667,189.2210980036297,175.95072595281312,81.512,174.64085753176047,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-02 21:00:00+05:30,1890.0,59.8,7.5,228.1,159.5,18.14,95.53684210526316,150.10263157894735,29.892105263157895,22.70184210526316,1.244375,43.24125,216.48784029038117,133.6252384316496,37.36513157894737,28.37730263157895,58.860416666666666,43.24125,216.48784029038117,pm25,Poor,21,6,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1830.0,1570.0,1320.0,1238.611111111111,60.7,44.6,53.3,40.87222222222223,8.61,24.7,11.9,42.794999999999995,201.9,147.7,131.0,158.88888888888889,134.2,87.3,60.4,100.64444444444445,19.645,19.1,28.42,24.116666666666664,130.20255210173084,180.7839382940109,69.91,169.14429256141975,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-02 22:00:00+05:30,1530.0,48.66666666666666,13.29,230.06666666666663,160.03333333333333,19.696666666666665,98.76166666666668,154.10083333333333,30.83083333333333,22.551583333333333,1.356458333333333,34.695,227.49672413793104,136.28176174496645,38.53854166666667,28.189479166666665,64.96273148148148,34.695,227.49672413793104,pm25,Poor,22,6,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1890.0,1770.0,1255.8333333333333,1452.5,59.8,61.6,50.31666666666666,47.1,7.5,9.72,12.596666666666668,30.55,228.1,175.7,130.74166666666667,173.1,159.5,108.9,61.94166666666666,111.8,18.14,21.15,27.2025,22.17,216.48784029038117,189.2210980036297,61.72238095238095,177.359824926816,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-02 23:00:00+05:30,1170.0,37.53333333333333,19.08,232.03333333333333,160.56666666666666,21.25333333333333,101.70476190476192,157.81190476190477,31.15,22.489761904761902,1.426875,26.95875,237.54384236453205,138.74750719079577,38.9375,28.112202380952382,68.79652777777777,26.95875,237.54384236453205,pm25,Poor,23,6,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1530.0,1830.0,1191.6666666666667,1610.8333333333333,48.66666666666666,60.7,47.33333333333333,51.47777777777778,13.29,8.61,13.293333333333331,19.385,230.06666666666663,201.9,130.48333333333335,187.9611111111111,160.03333333333333,134.2,63.48333333333333,123.22222222222223,19.696666666666665,19.645,25.985000000000003,20.404444444444444,227.49672413793104,130.20255210173084,55.66875,186.69047979674943,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-03 00:00:00+05:30,810.0,26.4,24.87,234.0,161.1,22.81,104.40454545454546,161.275,30.93409090909091,22.50431818181818,1.455625,20.0325,246.7603448275862,141.0484899328859,38.66761363636363,28.13039772727273,70.36180555555555,20.0325,246.7603448275862,pm25,Poor,0,0,1,0,0.0,1.0,0.0,1.0,1170.0,1890.0,1127.5,1626.6666666666667,37.53333333333333,59.8,44.35,52.15,19.08,7.5,13.99,13.816666666666668,232.03333333333333,228.1,130.225,202.58333333333334,160.56666666666666,159.5,65.025,135.08333333333334,21.25333333333333,18.14,24.7675,19.830833333333334,237.54384236453205,216.48784029038117,45.34375,196.95599919870264,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-05 19:00:00+05:30,976.0217983651228,35.87901907356948,90.73029972752045,202.1198910081744,134.583378746594,31.12378746594005,,,,,0.9625687281043208,90.34566599357728,,,,,48.12843640521604,90.34566599357728,90.34566599357728,o3,Satisfactory,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,970.6811989100818,960.0,1770.0,965.3405994550409,35.61934604904632,35.1,61.6,35.35967302452316,90.96686648501364,91.44,9.72,91.20343324250682,201.8465940054496,201.3,175.7,201.5732970027248,134.45558583106265,134.2,108.9,134.32779291553132,31.175858310626705,31.28,21.15,31.22792915531335,90.2815603712534,89.879765625,189.2210980036297,200.13343339552668,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-05 20:00:00+05:30,,,,,,,,,,,0.9625687281043208,90.34566599357728,,,,,48.12843640521604,90.34566599357728,90.34566599357728,o3,Satisfactory,20,2,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,976.0217983651228,965.3405994550408,1830.0,968.0108991825614,35.87901907356948,35.35967302452316,60.7,35.48950953678474,90.73029972752045,91.2034332425068,8.61,91.08514986376022,202.1198910081744,201.5732970027248,201.9,201.7099455040872,134.583378746594,134.32779291553132,134.2,134.391689373297,31.12378746594005,31.22792915531335,19.645,31.201893732970028,90.34566599357728,90.14449914850135,130.20255210173084,163.87798289805536,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-21 02:00:00+05:30,2517.6470588235293,115.36470588235296,19.12235294117647,278.2352941176471,170.3,15.113529411764706,,,,,2.800464360130973,8.96630091818744,,,,,109.7779710953122,8.96630091818744,109.7779710953122,co,Moderate,2,4,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,2651.764705882353,2920.0,817.03125,2785.8823529411766,120.37647058823528,130.4,26.8078125,125.38823529411764,14.288235294117644,4.62,27.99046875,9.454117647058823,286.02352941176474,301.6,232.4671875,293.81176470588235,173.9,181.1,159.83906249999998,177.5,14.132352941176473,12.17,23.20703125,13.151176470588235,110.36866545880244,111.1755596178388,274.88061691810344,100.85338555051511,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-22 07:00:00+05:30,897.5,43.3,28.1875,171.75,108.725,10.1825,116.31071428571428,172.90210084033612,41.14789915966387,20.6734243697479,0.7585714285714286,44.03714285714285,287.4055418719212,148.77387908183408,51.18582202111615,25.84178046218487,37.92857142857143,44.03714285714285,287.4055418719212,pm25,Poor,7,5,1,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,835.0,710.0,976.0217983651228,772.5,38.400000000000006,28.6,35.87901907356948,33.5,34.235,46.33,90.73029972752045,40.2825,170.9,169.2,202.1198910081744,170.04999999999998,109.15,110.0,134.583378746594,109.575,11.655,14.6,31.12378746594005,13.1275,289.39754641909815,51.38875,90.34566599357728,185.88586804443003,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-22 12:00:00+05:30,700.0,34.300000000000004,45.16285714285714,170.64285714285714,104.71428571428572,12.44,113.68796992481202,172.75229986731534,40.42213622291022,18.264891640866875,0.791875,37.52991071428571,278.4520352605652,148.67434689170616,,22.831114551083598,39.59375,37.52991071428571,278.4520352605652,pm25,Poor,12,5,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,685.0,815.0,2920.0,810.4166666666666,34.2,41.150000000000006,130.4,39.89166666666667,46.72642857142857,35.215,4.62,35.798988095238094,172.02142857142857,173.0,301.6,172.27857142857144,105.40714285714286,107.2,181.1,107.48035714285713,12.69,10.825,12.17,11.167083333333332,280.15394088669944,283.75247844827584,111.1755596178388,284.7014764231289,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-22 13:00:00+05:30,715.0,34.4,43.59928571428571,169.2642857142857,104.02142857142856,12.19,112.28383458646616,171.52596196373284,39.06238390092879,17.54297213622291,0.7846875,37.94450892857143,273.65860772621204,147.85953177456076,48.827979876161,21.92871517027864,39.234375,37.94450892857143,273.65860772621204,pm25,Poor,13,5,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,700.0,670.0,2785.8823529411766,787.9166666666666,34.300000000000004,34.1,125.38823529411764,39.208333333333336,45.16285714285714,48.29,9.454117647058824,37.62029761904762,170.64285714285714,173.4,293.81176470588235,172.23571428571427,104.71428571428572,106.1,177.5,106.74107142857143,12.44,12.94,13.151176470588236,11.297916666666666,278.4520352605652,281.9169371196755,110.85949460417424,282.87722456337343,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-22 14:00:00+05:30,,,,,,,111.46071428571427,170.78982259570495,38.164542483660135,17.023823529411764,0.7775,38.4744387755102,270.848645320197,147.37041904009925,47.70567810457517,21.279779411764707,38.875,38.4744387755102,270.848645320197,pm25,Poor,14,5,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,715.0,685.0,2651.764705882353,757.5,34.4,34.2,120.37647058823528,37.725,43.59928571428571,46.72642857142857,14.288235294117644,40.18892857142857,169.2642857142857,172.02142857142857,286.02352941176474,171.82142857142856,104.02142857142856,105.40714285714286,173.9,105.95714285714286,12.19,12.69,14.132352941176473,11.6325,273.65860772621204,280.15394088669944,110.36866545880244,280.5860688724219,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-23 04:00:00+05:30,,,,,,,103.067875,164.9435,36.651625,10.79705,0.8575428571428572,28.53460408163265,242.1972284482759,143.48594966442954,45.81453125,13.496312499999998,42.87714285714286,28.53460408163265,242.1972284482759,pm25,Poor,4,6,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,846.4,868.8,710.0,861.3000000000001,33.988,34.996,28.6,34.946,29.1804,27.3268,46.33,28.108585714285713,158.34799999999998,155.516,169.2,156.2052857142857,99.868,97.556,110.0,97.90242857142857,9.6464,9.5088,14.6,9.6338,243.5892778904665,248.3876653144016,51.38875,249.66937210228915,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 04:00:00+05:30,616.1538461538462,19.71538461538461,50.84384615384616,173.02307692307693,110.16153846153846,13.283076923076925,,,,,0.6142153846153845,49.13955604395604,,,,,30.710769230769223,49.13955604395604,49.13955604395604,o3,Good,4,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,610.7692307692307,600.0,700.0,605.3846153846154,20.77692307692308,22.9,34.300000000000004,21.83846153846154,50.41923076923077,49.57,45.16285714285714,49.99461538461539,178.51538461538462,189.5,170.64285714285714,184.0076923076923,115.2076923076923,125.3,104.71428571428572,120.25384615384615,12.575384615384616,11.16,12.44,11.867692307692309,48.8555076923077,48.1798,278.4520352605652,142.9382077971454,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 05:00:00+05:30,,,,,,,,,,,0.6142153846153845,49.13955604395604,,,,,30.710769230769223,49.13955604395604,49.13955604395604,o3,Good,5,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,616.1538461538462,605.3846153846154,715.0,608.0769230769231,19.71538461538461,21.838461538461537,34.4,21.307692307692307,50.84384615384616,49.994615384615386,43.59928571428571,50.206923076923076,173.02307692307693,184.0076923076923,169.2642857142857,181.26153846153846,110.16153846153846,120.25384615384615,104.02142857142856,117.73076923076923,13.283076923076925,11.867692307692309,12.19,12.221538461538461,49.13955604395604,48.54276307692307,273.65860772621204,111.27356114437288,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 18:00:00+05:30,,,,,,,94.75814285714286,157.90207142857142,19.8535,14.768907142857143,0.786456043956044,49.55854395604396,213.82952216748768,138.80741658676894,24.816875,18.461133928571428,39.3228021978022,49.55854395604396,213.82952216748768,pm25,Poor,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,1093.75,811.25,835.0,881.875,34.5625,17.5875,35.2,21.83125,37.00375,49.06125,31.090714285714284,46.046875,151.0625,129.0875,158.2357142857143,134.58125,78.975,66.125,98.47857142857144,69.3375,13.62875,18.11625,10.19,16.994374999999998,213.82952216748768,224.63738793103445,257.7229591836735,131.8653631242895,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 20:00:00+05:30,1517.5,60.025000000000006,18.917500000000004,184.025,98.25,6.897499999999999,94.7930625,160.48071875,24.34446875,13.925215625,1.0122664835164834,40.38809065934066,213.9487306034483,140.52074601510066,30.4305859375,17.406519531249998,,40.38809065934066,213.9487306034483,pm25,Poor,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1376.25,1093.75,865.0,980.75,51.5375,34.5625,35.4,27.7725,24.946250000000003,37.00375,27.963571428571427,41.82675,173.0375,151.0625,155.47857142857143,142.27249999999998,91.825,78.975,97.09285714285714,73.83500000000001,9.14125,13.62875,9.69,15.423749999999998,213.16197931034483,213.82952216748768,253.38038793103448,189.6476092680308,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 22:00:00+05:30,1800.0,77.0,6.86,206.0,111.1,2.41,94.7430588235294,163.73247058823532,30.036,12.877270588235294,1.3157142857142858,27.53,213.77802839756583,142.68130596131073,37.545,16.096588235294117,62.74444444444445,27.53,213.77802839756583,pm25,Poor,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,1658.75,1376.25,868.8,1319.75,68.5125,51.5375,34.996,48.1425,12.888750000000002,24.946250000000003,27.3268,27.35775,195.0125,173.0375,155.516,168.64249999999998,104.67499999999998,91.825,97.556,89.255,4.653749999999999,9.14125,9.5088,10.038749999999999,215.9331359026369,213.16197931034483,248.3876653144016,214.77950954335975,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-24 23:00:00+05:30,1721.428571428571,73.22857142857143,6.73,200.65714285714284,111.68571428571428,2.912857142857143,94.07821848739496,164.55536134453783,32.937210084033616,12.400238655462184,1.445739795918367,21.48267857142857,211.50840104317592,143.22805887992783,41.17151260504202,15.50029831932773,69.8236111111111,21.48267857142857,211.50840104317592,pm25,Poor,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,1800.0,1517.5,857.6,1489.25,77.0,60.025000000000006,34.492,58.3275,6.86,18.917500000000004,28.2536,20.123250000000002,206.0,184.025,156.932,181.82750000000001,111.1,98.25,98.712,96.965,2.41,6.897499999999999,9.5776,7.346249999999998,213.77802839756583,213.9487306034483,245.78956795131845,214.0801530914952,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 00:00:00+05:30,1642.857142857143,69.45714285714286,6.6000000000000005,195.3142857142857,112.27142857142856,3.415714285714285,93.3798319327731,164.98067226890757,35.646218487394954,11.94873949579832,1.544362244897959,16.278035714285714,209.1242538394668,143.5106480175963,44.55777310924369,14.9359243697479,75.19305555555555,16.278035714285714,209.1242538394668,pm25,Poor,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,1721.428571428571,1658.75,846.4,1614.7857142857142,73.22857142857143,68.5125,33.988,66.06071428571428,6.73,12.888750000000002,29.1804,14.068500000000004,200.65714285714284,195.0125,158.34799999999998,191.74642857142857,111.68571428571428,104.67499999999998,99.868,103.50714285714287,2.912857142857143,4.653749999999999,9.6464,5.203071428571428,211.50840104317592,215.9331359026369,243.5892778904665,213.6932995707766,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 06:00:00+05:30,1240.0,59.2,10.996666666666666,169.23333333333332,112.96666666666668,7.943333333333333,94.71808367071525,165.54143049932523,45.8246963562753,9.831956815114708,1.455,6.922083333333333,213.69276839313136,143.88323234518924,57.06179798608947,12.289946018893383,70.32777777777778,6.922083333333333,213.69276839313136,pm25,Poor,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1250.0,1407.142857142857,600.0,1446.4285714285716,50.6,58.14285714285714,22.9,60.02857142857143,5.95,6.21,49.57,6.275000000000001,168.6,179.28571428571428,189.5,181.95714285714283,115.2,114.02857142857142,125.3,113.73571428571427,5.93,4.924285714285714,11.16,4.672857142857143,210.23183023872684,205.0210819606357,48.1798,207.02930997332624,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 07:00:00+05:30,1230.0,67.80000000000001,16.043333333333333,169.86666666666667,110.73333333333332,9.956666666666669,95.51884615384616,165.75769230769228,46.92346153846154,9.838192307692308,1.393571428571429,8.08625,216.42640583554376,144.02692307692303,58.44229783037476,12.297740384615384,66.98333333333333,8.08625,216.42640583554376,pm25,Poor,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1240.0,1328.5714285714284,605.3846153846154,1379.2857142857144,59.2,54.37142857142857,21.838461538461537,58.31904761904761,10.996666666666666,6.08,49.994615384615386,7.007777777777778,169.23333333333332,173.94285714285712,184.0076923076923,177.61031746031745,112.96666666666668,114.61428571428571,120.25384615384615,113.8515873015873,7.943333333333333,5.427142857142857,11.867692307692309,5.427460317460317,213.69276839313136,205.91524418786085,48.54276307692307,207.79072906560364,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 08:00:00+05:30,1220.0,76.4,21.09,170.5,108.5,11.97,96.13699633699632,165.98351648351647,48.32710622710623,9.93970695970696,1.3407142857142855,9.8975,218.53664266767717,144.17696732797404,60.20585141354372,12.4246336996337,64.10555555555555,9.8975,218.53664266767717,pm25,Poor,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1230.0,1250.0,610.7692307692307,1323.5714285714284,67.80000000000001,50.6,20.77692307692308,58.67142857142858,16.043333333333333,5.95,50.41923076923077,8.603333333333333,169.86666666666667,168.6,178.51538461538462,174.2595238095238,110.73333333333332,115.2,115.2076923076923,113.49761904761904,9.956666666666669,5.93,12.575384615384616,6.433809523809525,216.42640583554376,210.23183023872684,48.8555076923077,209.42419890712117,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 09:00:00+05:30,1112.0,68.04,40.42,165.58,102.36,12.396,96.41986013986016,165.9651748251748,49.22314685314686,10.051356643356645,1.2841785714285716,14.14125,219.5022811671088,144.16478058853895,61.33164604626144,12.564195804195805,61.0275,14.14125,219.5022811671088,pm25,Poor,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1220.0,1240.0,616.1538461538462,1279.2857142857144,76.4,59.2,19.71538461538461,61.08571428571429,21.09,10.996666666666666,50.84384615384616,11.061666666666667,170.5,169.23333333333332,173.02307692307693,171.9047619047619,108.5,112.96666666666668,110.16153846153846,112.67380952380951,11.97,7.943333333333333,13.283076923076925,7.6919047619047625,218.53664266767717,213.69276839313136,49.13955604395604,211.63732888059596,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 14:00:00+05:30,746.0,40.82,106.479,148.44,80.0,13.544,99.1391304347826,169.8886956521739,55.19652173913043,9.188,0.9595,67.37654166666667,228.7853073463268,146.77168368835717,68.83665551839465,11.485,47.975,67.37654166666667,228.7853073463268,pm25,Poor,14,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,680.0,896.0,670.0,950.0,34.6,51.32000000000001,9.1,55.5,117.74,79.08,55.09,69.415,145.9,155.74,118.1,158.20000000000002,77.8,90.08,59.7,93.14999999999999,14.1,13.248,20.36,13.034999999999998,225.772263868066,221.73485411140587,54.45307692307693,221.4755658434519,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 15:00:00+05:30,812.0,47.04,95.218,150.98000000000002,82.2,12.988,99.83804347826086,170.84054347826086,56.4770652173913,8.965032608695651,0.90725,77.273375,231.17125187406293,147.40411949226728,70.44554347826086,11.206290760869564,45.3625,77.273375,231.17125187406293,pm25,Poor,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,746.0,788.0,811.25,871.0,40.82,42.96,17.5875,49.57,106.479,98.41,49.06125,83.6465,148.44,150.82,129.0875,154.52333333333334,80.0,83.94,66.125,88.39999999999999,13.544,13.674,18.11625,13.297333333333333,228.7853073463268,223.83473647791487,224.63738793103445,223.18367662322683,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 16:00:00+05:30,878.0,53.26,83.957,153.52,84.39999999999999,12.432,100.35326086956522,171.42510869565217,57.65902173913044,8.815445652173914,0.8645,85.13175,232.9300974512744,147.79252188503062,71.9305657748049,11.019307065217392,43.225,85.13175,232.9300974512744,pm25,Poor,16,1,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,812.0,680.0,952.5,821.0,47.04,34.6,26.075000000000003,46.07,95.218,117.74,43.0325,92.7795,150.98000000000002,145.9,140.075,152.09,82.2,77.8,72.55,85.04,12.988,14.1,15.8725,13.395999999999999,231.17125187406293,225.772263868066,217.9741671087533,225.12850507438588,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 17:00:00+05:30,,,,,,,101.325,172.3506818181818,58.70886363636364,8.596659090909093,0.8291428571428571,91.51914285714284,236.24741379310345,148.4075,73.2495979020979,10.745823863636366,41.457142857142856,91.51914285714284,236.24741379310345,pm25,Poor,17,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,878.0,746.0,1093.75,800.0,53.26,40.82,34.5625,45.0,83.957,106.479,37.00375,96.81400000000001,153.52,148.44,151.0625,150.9,84.39999999999999,80.0,78.975,83.07,12.432,13.544,13.62875,13.331000000000001,232.9300974512744,228.7853073463268,213.82952216748768,227.3714185215085,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-25 23:00:00+05:30,1340.0,96.8,5.13,171.3,99.8,8.54,99.88639455782314,166.80680272108845,62.436734693877554,9.552721088435376,1.1684,34.40859999999999,231.3363124560169,144.72398301602522,77.93333333333334,11.94090136054422,54.724,34.40859999999999,231.3363124560169,pm25,Poor,23,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1274.0,1142.0,1721.428571428571,1208.0,90.58,78.13999999999999,73.22857142857143,84.36,16.39099999999999,38.913,6.73,27.651999999999997,168.76000000000002,163.68,200.65714285714284,166.22000000000003,97.6,93.2,111.68571428571428,95.39999999999999,9.096,10.207999999999998,2.912857142857143,9.652,233.26847290640396,236.97081280788177,211.50840104317592,235.9981527093596,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-26 00:00:00+05:30,1287.142857142857,89.3,6.4957142857142856,169.8857142857143,98.8,8.887142857142857,99.24489795918367,165.59591836734694,63.38163265306122,9.81326530612245,1.2502285714285712,18.91634285714285,229.14637579169604,143.91943569374058,79.12051282051281,12.26658163265306,59.1791111111111,18.91634285714285,229.14637579169604,pm25,Poor,0,2,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1340.0,1208.0,1642.857142857143,1241.0,96.8,84.35999999999999,69.45714285714286,87.47,5.13,27.652,6.6000000000000005,22.021499999999996,171.3,166.22000000000003,195.3142857142857,167.49,99.8,95.4,112.27142857142856,96.5,8.54,9.652,3.415714285714285,9.373999999999999,231.3363124560169,235.4630541871921,209.1242538394668,235.17963581984517,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-26 01:00:00+05:30,1234.2857142857142,81.8,7.86142857142857,168.4714285714286,97.8,9.234285714285711,98.5278911564626,164.5721088435374,64.14897959183673,10.066394557823129,1.2475714285714283,17.07385714285714,226.69866291344124,143.23918641282015,80.08461538461539,12.582993197278912,59.034444444444425,17.07385714285714,226.69866291344124,pm25,Poor,1,2,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1287.142857142857,1274.0,1564.2857142857142,1250.2285714285713,89.3,90.58,65.68571428571428,87.83599999999998,6.4957142857142856,16.39099999999999,6.470000000000001,18.916342857142855,169.8857142857143,168.76000000000002,189.97142857142856,167.96914285714288,98.8,97.6,112.85714285714286,96.96000000000001,8.887142857142857,9.096,3.9185714285714286,9.27662857142857,229.14637579169604,233.26847290640396,206.62558678643867,233.99612948627728,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-26 02:00:00+05:30,1181.4285714285716,74.3,9.227142857142857,167.05714285714288,96.8,9.581428571428573,97.73537414965986,163.73537414965986,64.73877551020408,10.312108843537414,1.238122448979592,15.952897959183671,223.99317382125264,142.68323517326394,80.82564102564102,12.890136054421768,58.52,15.952897959183671,223.99317382125264,pm25,Poor,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1234.2857142857142,1340.0,1485.7142857142858,1247.5714285714287,81.8,96.8,61.91428571428571,86.83,7.86142857142857,5.13,6.34,17.07385714285714,168.4714285714286,171.3,184.62857142857143,168.05285714285716,97.8,99.8,113.44285714285714,97.10000000000001,9.234285714285711,8.54,4.421428571428571,9.269571428571426,226.69866291344124,231.3363124560169,205.25786282682836,232.14728184377202,True,False,False,False,False,False
"Ballygunge, Kolkata - WBPCB",2022-01-26 03:00:00+05:30,1128.571428571429,66.8,10.592857142857142,165.64285714285714,95.8,9.928571428571429,96.86734693877553,163.0857142857143,65.15102040816326,10.550408163265306,1.2244285714285714,15.282892857142857,221.0299085151302,142.25158197507193,81.34358974358975,13.188010204081632,57.77444444444444,15.282892857142857,221.0299085151302,pm25,Poor,3,2,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1181.4285714285716,1287.142857142857,1407.142857142857,1254.142857142857,74.3,89.3,58.14285714285714,86.19,9.227142857142857,6.4957142857142856,6.21,12.126214285714283,167.05714285714288,169.8857142857143,179.28571428571428,168.6157142857143,96.8,98.8,114.02857142857142,97.7,9.581428571428573,8.887142857142857,4.924285714285714,9.165142857142856,223.99317382125264,229.14637579169604,205.0210819606357,229.98434201266716,True,False,False,False,False,False
